	0	indexes	verdict
0	198894.json		
1	"[ 510 1155  680  779  641 1277  659 1262  702  815  622 1093 1119 1003
  770  629   79  367   86  662 1317 1375  991  436  953  705 1019  886
  733  843  543   18 1197  992  797  940  243  362 1033 1364 1158   15
  952  447  429  438  818  639 1007 1056  199   48  983  550  946 1170
  616  218  514 1156  241  741  548  996 1331  147   92  979  478   38
  789   68 1181  871   14  591 1319 1350  663  967 1226  897 1179  728
    6 1067 1096  258  720  537  736  154  430 1388   26  256   73  116
  398  500]"		
0	198895.json		
1	"[ 362  429  680  843  815  886 1262  641   79  991 1277  992  779 1093
 1003  367  659  510  629 1155  622 1317  550 1364 1019  242  728  243
  940  741  430  543 1158  770  853   26 1350  516 1033  662  733  241
  436 1197 1119  514  702  173 1170 1179  433  959  616  953  530    6
  785 1096   38  182  448  639  548  696   48   44  705 1056  666  403
 1377   74  295  465  694  933  158  343  197 1211 1082  871  500  679
  797 1311  602  967  806   86  714  562  663  218 1375 1113  774  258
 1059   73]"		
0	198896.json		
1	"[ 992  362  728 1262 1093  680  622  853  343  429 1170  679  953  616
 1003  562  666  843  448  696  242  770  641  510 1132  815  964  704
  182 1056 1302  629  399  403 1128 1155   92 1119  886  243 1317 1165
   15  158  959   74  367  241  931  779 1364 1350  806  602 1344  694
  897   79  236  918 1082  436   24  663  733  885  736  659  702  543
 1158   14  785  315 1033 1141  550   44  906 1277   38    6  484  433
  705  797  401  398  859  940 1180  646   19  662  548 1388  991 1149
  254 1179]"		
0	198897.json		
1	"[ 362 1350  897  992  785   38 1302  241   44  886  680   92 1155  679
  256  770 1262  843  757  959  399 1093 1170  733  622 1337  429  705
 1179  436 1082  524  182  629  530  242  478  431 1019  155 1003  666
  953   23  815 1375  797   14  695  510  591  736  702   26  398 1128
  513  616  796 1085  833 1141  154 1319  157  178  641 1033  433 1116
  931  550  465  779  343  443  243  774 1119  979  662  562 1181   19
  367   18  102  428  276    6  853  728 1317 1070   15 1264  640  258
  411  996]"		
0	198899.json		
1	"[ 789  680 1056  116  510   14 1155  770  953  733  797 1262 1093 1375
   15  964  196  779  897  815  629 1317 1277  497 1350  241   38  362
  886 1003  705 1139  591  514 1197 1170  641   79  622  367  639  843
  882  436  451   92  983 1019  398 1264  702  662 1337  543  818 1179
  704 1364 1033  155  952  429  940   86 1377  530  968  444  663  992
  154  659  943 1250  810  728  736  448  431  256  150  931  478  991
   26 1158 1181 1119  199  785 1388 1082  946  741 1007  524  550  774
  505  979]"		
0	198900.json		
1	"[ 362  680  992 1093 1262  785 1350  886 1155  897  429   44  815  770
  843  622  242  959  510 1003   38  241  629 1170  679  641  733  666
   92  728 1019 1179    6 1317  779 1277  367  530 1082  243  853 1337
  702  774  436 1302  705  256   79  953  550 1119  659  431 1033  343
   26  182  931  616  662  154  543  448  403  398  736  741  940  991
 1364 1375  663  797  938  478  591  602  433  695  399 1319  833  507
 1141  979  516  197  524  757  465   15  401 1158 1311 1165  428 1197
 1056 1058]"		
0	198901.json		
1	"[ 992  886  362  433  430  429  991  242  500  843  815  680  516 1262
  243  933  959  853  641   79 1277  182 1093  728 1155  696  967 1003
    6  659  779  343  622  550  785 1350 1311  514 1019   44  770  629
 1317  741  367   26  510 1234 1158 1279  401  774  465  679  621 1058
  197 1364  714   74    1  591  347 1197  178  173  562  918 1132  897
 1179  295 1119  543  940  436  666  616  662  743  639  723  710 1308
 1059  150  443 1170  757  938  448  410  806 1377  953  447  241  158
  610  968]"		
0	198902.json		
1	"[ 640  530  886  843  507  362  833  513 1350 1231  510  465 1019 1337
  516  276 1277  295  774  430   44  680  550  591   19  429  785   26
 1179 1155  757  306   38  357  663 1226 1311  639 1375  965  991  180
 1242   58 1093  116  779  815  741 1262 1317  514  241  398  871  352
 1181  641  695 1029  385   79  621  258  431  548 1003  629  478  197
  733 1330  959 1080  367  347  235 1085  677 1279 1012 1059  666  242
  736  173  702 1377  940 1197  659 1023 1392  770  565  705  500  796
  250  199]"		
0	198904.json		
1	"[ 510 1226 1181  680  663  871  736  530 1167 1093  398  733  815 1155
 1262  629 1317 1003  702  641  779  770  548 1277  478   58 1119  367
  843  602  666  659 1388  662  436   79  154 1165  543  940  362   92
   38  886  241 1033 1170  622  705   18  797  953  140  158  428  694
  494 1019  438  818 1193   86 1179  550  448  991  429  679  537 1364
  979 1197  897   47  450   14 1156  403  996  155 1007   15 1350  411
 1047 1377   73  243  258 1141  906   26  256  965  741 1082  724  199
 1375  792]"		
0	198906.json		
1	"[  79  815  641  991  680  659  779 1277 1262  510 1364  367 1003 1317
 1093  429  629  728  843  243  886  362  992  622 1155  940 1158  543
  550 1211 1096  662  741 1197  871  430 1119  770 1113 1033  448  158
  702 1019  514   48  616 1377  694  548  733  967  953  436    6 1010
  663  806  218  983  173   86 1388  714  286 1170   26  602  500  403
  537 1056  797  639  150  236  447 1041  933 1226  516  232  417  242
  853  433  705  696  818   68  241  264   73  154 1179  893  295  343
  946 1082]"		
0	198907.json		
1	"[ 785 1337  256   44 1350 1231   38  168  530  640  410  897 1375  591
  774  373  513  455  507  886  833 1029  428  241  770 1155  180  362
  757  565  677  398  306  357  524  959  436  796  705  465  116  431
  666  680 1311  155 1070 1302  347  979 1019  733  178  622   92  250
 1179  492 1181  478  695  196  797   26 1093  295 1242 1082 1279 1262
  197  510 1023  679  736  439    1  843 1170  154  102  245  242 1264
  199 1012 1109   19 1281 1165  443  540  724  177  629 1226  720 1059
  812 1392]"		
0	198910.json		
1	"[1173 1180 1161 1026  248 1126 1132 1159  691  112 1338  291 1393  454
  836  502  696  224  791 1000 1220  146  879  698  862 1376  214 1232
 1366  545  269 1136 1144 1153  121  203 1200  853  463  561 1102  437
  475  649 1367 1065 1022  610  111  584 1011 1246  489 1284 1035  814
  918  874  925  488  930  993  858  859 1259  637  635  958  401   37
  480  625 1046  319  126  806  182  343 1078  756 1378  795 1101 1164
 1356 1214  477  285  603 1057  332  358 1335   89  341  728 1207  959
  345  653]"		
0	198911.json		
1	"[  92  478  702 1007   14   18  733  797  241 1264 1319   38  155 1253
 1181  524 1184 1109  770  256  154  953 1394  705  510 1155  680   86
  897 1375  411 1250 1082  979 1221  724  870  850  199 1003  818  331
 1330  996  750 1119  522  810  629 1033   15  436  398  497  431 1350
 1141 1331 1337  662  946  736  638  720  196  665  447 1170 1179  315
  157  591  258  530 1262  952  438 1019   73  118  179  796  757  695
  543  367 1093  760  109  815  537  505 1348 1302 1071   68 1135  969
  886  940]"		
0	198912.json		
1	"[ 343  853 1132  992  728  959 1180  696  182  918 1338 1144 1161  562
 1065  248  401 1026 1035  362  814 1000   74  610  242  448  714  704
  806  291  885  236  158  649 1126 1173  126 1159 1128 1284  964  463
 1078  691  484  146 1056  859  666  931 1101  475  708  622  836  767
 1339  635  285  906 1262  679 1093  254 1377  429  293  646  862 1376
 1324  616 1136  399  637  791 1046  723  489 1393 1149 1165  925  879
  345  586  403  454   37  203  795 1158  930  226 1154  502 1022  857
 1143  224]"		
0	198913.json		
1	"[ 796  256  897  757  770   44  347 1350  992  785  178  362  410   38
  679  433  951  428  886  743 1082  102  399 1155 1264 1302  979  241
  843   92   23 1234  242  336  429 1019 1058  680  478   26  924  243
 1337  695 1179  530  705  591  157  733 1059  419  436    6  833  666
  101  550    1 1279 1093 1351  250  524 1262  797 1170  443 1315  500
   80  629  398   19 1085   18  622  702  710  155  507 1141  815  270
 1128 1012  962  736  662  516   14  724  373 1003  197  996  182 1116
 1319  431]"		
0	198914.json		
1	"[ 680  779  510  815 1277 1155  641  886  629  367  733   79  659 1262
  940  662 1317 1019  991  770 1003  843 1093  741 1197  702 1033  241
  362  436 1364  543   38  550  591  797  705  953   86  429   26 1179
 1181  979  154  530 1350  639 1375   18  622 1059  514  478 1119  295
  243 1337  996   48 1007 1096  871  430 1158 1330  983 1221  286  173
   73  256  218  447   68  411  736 1082  897 1226  537  507  199   92
  524  522 1170  992  116  695  818  724  264 1388    6  500   14  516
  155  833]"		
0	198915.json		
1	"[   0 1128 1143 1116 1302  399  679 1274  992   92  313 1078  897  567
  814  362  562 1170   23  666  182  919 1154 1149 1180 1132 1165   44
 1035  102  586  948 1350  343  931  785  853 1050  959   38  241   14
 1093 1338 1322  736 1351  126 1105  622  428 1082  484 1344  157  770
 1141 1303  228  398  242 1319  271 1262  744  478   19   15  269  704
  768  696  256  649  512  155  607  429  616  728  648  680 1248  733
 1284  452 1085  953  980  524 1119  225 1022  224  167  475  448 1122
  403  708]"		
0	198917.json		
1	"[ 256  770  897   38 1155  733  979 1179  680  796   92  436 1262  757
  241 1082  843  478 1264  705 1337 1093  155  797  629  178  410  428
 1170  524  550  154  679 1059  362 1350    6  815  736  886  743  109
 1019   14   18  785  695  622  702  510  662 1302  157 1109 1181  641
  779  429  992  724  243 1033  398 1141  666   26  530  411  367  996
   44 1119  235  522  258 1003 1234  591  938  741  940  276 1058 1085
  833 1330 1319  218   73  419  760 1226  953   15 1253 1317  616   23
 1221  991]"		
0	198918.json		
1	"[ 641 1262  680  815   79  728  991 1093  779  622 1364  992  362  659
  429  510  843 1317 1277  886 1003  448 1119  243  367  616 1155 1158
  629 1113  158  403  953 1377  550  602  770  430  436  694  806  548
 1170    6 1096 1211  714  853  543  967  940  696  741  702  663  662
  236 1388  968  733 1056   24  679  979  893   48 1033 1344  343  147
 1197   26  242  417  514  500  797 1156  433 1082  871  547  610 1019
  818  218  666  859   74  150 1350  705  788  505 1226  906 1179  516
 1010  626]"		
0	198919.json		
1	"[ 680 1155  510  779  733  770 1262  815  641  629  367 1093  797  436
 1277   79   38  662  241  940 1033  843 1003  622  705 1317  702   14
  659 1019  886 1197 1375  543  154   92  983 1179  991  953 1364  362
  155  550 1170  897  256   18 1181  478  736   48  429   15   86  741
  411  116  979   73  996 1007 1056  818  524 1350 1119  591  243 1337
  639 1264   26  218 1082 1226 1221  530 1109 1330  789  724  952  537
  946  514 1141 1388  398  258  616  871  196  992  522  663 1319  199
  695  760]"		
0	198920.json		
1	"[  38  733 1181   92  524  241  680  736  411  256 1155  478  770 1109
  702  897  436  155  510   18 1141  705  797   73 1033  629 1093 1019
 1262  154  543  850  979  843 1179 1302  815   14  367 1170  996 1003
  641 1082  362  662 1319 1350  622  940 1119  886  724  109 1337   86
 1264  779 1007 1253  530 1375  695  398  679  550  522  953 1330 1248
 1221 1277 1317  757  429  659  258  796 1226  276   26  818 1197  157
  616  720  431  992   15  785  591  199  235  178  602  403 1364  760
 1388   79]"		
0	198922.json		
1	"[ 728  714  610  806  158  853  696  992  448  236 1377  343 1158  859
  417 1046  463 1132 1262 1065  622   79  788  637  767  408 1286  266
   74  646  345  470 1000 1093  548  362  694  885  641 1113  429 1317
  635  616  918  403  147  489  991  680  906  401 1339  663  815 1161
  400  254  242  959   37 1026  248  659 1056  279 1003  602  704  510
  243 1196 1054  893  182 1277  600 1211  625  779 1364  964  165  857
  666  723  280  361  494  562 1159 1167 1165  541 1180 1344  933 1324
  958  708]"		
0	198923.json		
1	"[ 142 1107  318   93  955   98  898  593  490  935  557   33 1228  394
  105   36  670   22  645  351 1271  221 1289  954  396  316 1327 1100
 1295 1131  369  675  434  608  668  405  518  312  161 1169  473  263
  636  592   43  737  395  827  272  888   12 1111 1166  601 1091  892
  719  265  226 1017   34 1324 1310  789 1224  508 1347  809 1139  964
 1028 1005  885  189  134 1054  165  681  451 1261  208   40  444  497
  816  969 1004 1145  847  205 1194 1056  635  704  457 1209 1172  150
  975  422]"		
0	198924.json		
1	"[ 269 1102  836  224  793 1173 1285 1064  454  121 1180  578 1114 1367
 1126  214 1246 1200  649  290 1086 1366 1136  768  993  545  539  111
 1220  826  862 1161  348  858 1144 1338 1207 1153 1057  515 1335  112
  319 1186  291  477  141 1035  584 1001  698  807  488  814  353  576
  561 1160  480   96  437  502  300  716 1026  248   89  358 1164  633
  874 1356 1101  332 1132  691    8 1143  813  229  475 1022  791 1219
 1376  126  146 1159  568  538 1097 1078  563 1378 1393 1127  985 1322
 1232  203]"		
0	198925.json		
1	"[ 362  886  843  680  785 1350  992  429 1155   44 1262  770 1093  242
  815  897  530 1019 1179   38  510 1337  550  959  241 1003  757 1277
  629   26  733  679  622  256  641    6  991  774  666 1317  779  430
  507  516  833  367  705  465 1170 1311   79  436  741  591  243  182
 1059  728 1082  398   19  953  797  640 1119  853  695  197  659  702
  433  979   92  940  428  431  662  478 1033  178 1375 1302 1234  543
 1197  736  276  663 1364 1226  639  403  218  295  343  513  514  258
  524  938]"		
0	198926.json		
1	"[ 608  398  196  458  935 1226  217 1255  457  490 1131  267   90 1310
  827  312  338  116  140 1100 1139 1264   36  772  789  134  870  518
  251  450 1250  105  451  497  331  405  663  404  636 1357   14  530
 1215   58 1374  164  882  351  212  965  810  943  975 1025   11  591
  160   15  428  964  670  510  142 1206  668  444 1056  755  906 1017
 1054  414  770  316  472 1165 1289  547   22  792  871 1181  797  597
  396 1028  955  150  409  423 1193 1327  897 1178 1128  692 1111 1332
  434  208]"		
0	198927.json		
1	"[ 733 1033  241   38 1155  680  770   18  797   92  478  256  702  510
  629  155  897  705  662  524  436  724  154 1181  979  996  411  367
  815  940 1109 1197 1019 1262 1253 1179  641 1093  779   14 1264 1003
  843 1007  886 1337  736   73  522 1348 1350 1082 1330  695 1317 1221
  591  550 1041 1277 1319 1141  543  362 1170  530   86 1119 1375  398
  659   26  850  796  276  760  235  679  622 1226  109  757  258 1174
  447  953 1364 1236  431  983  429   48  218  741  818   79  157 1302
 1059   68]"		
0	198928.json		
1	"[1132  814  696 1180 1161 1035 1101  853  925  649 1173  291 1022 1144
  269  768 1338  475  146 1120 1078 1213 1126  708  182 1026  332  918
  698  930  224  343  401  454 1143  111  545  562  691  723  126 1136
  791  836 1367 1149 1366  744  862  959  502 1335  248  285  121 1153
  254  214  992   74 1322 1102 1154   89  399  993 1057 1393 1200  358
  874 1159 1097  293 1274 1000 1376  203  437  489 1356 1246 1220 1030
  348 1232  313  980 1065  484 1303  477  319 1001 1284  576  563  710
  948  728]"		
0	198929.json		
1	"[  38  733  241  680 1155 1181   92  256  770  478  524  797  411  510
   18 1109  702  736  155 1033  897  154  629  436  705  979   73  367
  940 1262 1179   14 1019  815  996  662  843  850 1141  724 1337 1093
 1264  779 1082 1350  641  886  530 1007  543 1003  522  362  276  550
  796 1170 1253 1330 1319 1221  695   86  109 1277 1197 1226 1119  398
   26  953 1317 1375  235  757 1348  622  591  659 1364  429  258  818
 1388  157 1302  431  679 1250  741   79   15  199  760  833  243 1059
  178 1085]"		
0	198931.json		
1	"[ 992  696  728  343  853  362 1132  429  182  622 1093 1262  806   74
  242  959  680  562  448  236 1003  815  610   79  641  918  401  843
  679  158  859  463  886 1056  991  714 1170  723 1180  616  694  779
  629  666 1317  659 1065  254 1161  433  510  248  243  704 1158  885
  367  646 1277 1339 1046    6  417 1119 1026  403  399  964  548 1377
  931  484  953 1364 1155  770  550  637  602  788  489  543  408  906
  635  767 1196  708  663  280   44 1344 1144  967  933  285  345   15
 1338 1058]"		
0	198932.json		
1	"[  14   92  897  770   15 1302  398   38 1128  497  679  155  241 1170
  733  196  797  736  953  964  256  478 1264 1093 1350 1141 1181  680
  362  524 1116 1056 1155  704  510 1082  705  399 1250 1262  666  931
  882  436  992  629  622  154  530 1165  810  789 1109  428 1226 1319
  702  157 1179  785  843  116   44  271  411  757 1394   18  850   90
  343 1085 1033 1003 1253 1375  724  663  662  431  429  602  979  695
 1119 1337 1248  886  870  448   23  450  616  315  258 1317  403 1007
 1351  996]"		
0	198933.json		
1	"[ 897   92   38   14 1302 1128 1350  241  679  770  398  256  362  736
  733  155 1116  524 1170   44  785  478 1093 1181  530  680   15 1155
 1141  399  797  666  953  931 1082  992 1262  705  510  757  436 1337
 1264  196 1179  154  428 1165  629  843  622  431 1109 1319  702  886
  157  497 1226    0  271  411 1085 1375  695 1003 1033  850   18 1056
 1394  964  429 1143   23  116  724  959  663   19 1119  403  602 1248
  979  591 1253  513  704 1070  796 1250  102 1019  662  789  616  455
  996  343]"		
0	198934.json		
1	"[  92   38  897  241  733  478  256  770 1302  524  155   14  680 1350
 1155 1109  736 1181  362 1179 1082  797 1170  679 1141  436  154  702
  843  757  411 1085  705 1093   18 1262  157  629  850 1033  979 1264
 1319 1337  276  695 1253  510  724  796  785  886  398  530  271  996
  622  953  992 1119  662  815   73 1019  550  522 1003  399  367  429
  109   15  940   44 1116 1348   23  431  258  641 1330 1007  235 1128
  666   26 1221 1248  428  779  178 1394  833 1250 1375  543 1226   24
  513  616]"		
0	198935.json		
1	"[   0 1143  300 1064  568  807  793 1203  269 1160  149  539  290 1106
  239 1114  826  538  578  633 1285   96  836  224 1102  858  319 1086
  716  371  948  576  649 1180  348  985  488 1035 1200  420 1338  768
 1220  229  353 1136  214  814 1078 1105  781  813  454  376 1021 1001
 1097 1366 1322  502 1367  784 1219  790  980 1173  839  121 1144 1101
 1246 1128  561  141  389  554 1356  358  863 1057    8  862 1126 1378
  477  261  782 1153  475 1335 1186 1127  919  830  313  563  231  115
  837  456]"		
0	198937.json		
1	"[ 898  105  955  272  221  316  318  490  369   98  935  142 1327   36
 1131  161  312  670 1289  405  396  765 1107  668  557  608   43   22
  172 1391  847  434  134  636 1139  263  593 1347   34 1228   33  740
 1017 1118  351  394 1028 1295  444 1100  518 1005  947   93 1178   25
  338  116 1310  432  645 1091 1271  809 1261  208  265  816  195  196
  675  457  998  267  789 1111  827 1349   90 1212  943  681  395  175
   12  135  422  892 1247  451  466  719 1209  900  810  227  954 1243
 1172  614]"		
0	198938.json		
1	"[ 897   92  733   14   38 1394  702 1350  155  478  241  256  770 1181
  524  705  680  398  736 1155  979 1170 1116   18 1093  953 1264 1337
  679 1302 1262  154 1082  510  757  931  797   15 1179 1319 1109  695
 1119  530 1141  436  785  438  411 1007  428 1253  362  199  622   44
  850  497  843  629  996  602  522 1375  271 1033 1317 1351  724 1128
  886  109 1226  666 1330  157 1019  399  796 1388 1003  818 1362  662
  315  448  403  815  431  968 1250  720  258 1165  591  513   86 1344
  833  964]"		
0	198939.json		
1	"[1132  853  343 1000  728  814 1026 1180  696 1065 1161  992  146  708
  126 1338  704  475  291  248 1159  562 1126  691 1173  918 1376  489
  885  454  182  254  448  836 1144  635  610  925  545  224 1120   74
 1078 1393 1035  649  859  930 1154 1101  806  862  698  332  959  203
  285  111  269  964  437  121  576 1149  723  874   37  463  714  408
  236  401 1339  226 1196  345  637 1022 1136 1213  502  768 1284  506
  744  791 1200  358 1367  242  767 1342  625  931  266  395  399 1324
  400  165]"		
0	198940.json		
1	"[1155  770  680  953 1262  779  797  256  886  436  815 1264  510  616
  705  362  629 1337   38  622  641  724  733  241   14  897  243 1093
  979  591  843 1170 1375 1350  679 1330  155 1317  992  410  662 1197
 1082 1181   92 1003   15  964  478  736  398  154 1226  367 1019 1119
  818  796 1364 1388   26  497  743  940  757  429 1277 1033 1179   79
  524  789 1302  946  116  530  543 1141 1156  702  968  666  178  550
  983  991 1158  659   18  996  443 1056 1221  626 1165  785  663  428
 1394   24]"		
0	198941.json		
1	"[ 680  815  733 1155  510  779  641  629  886  367 1262  770  843   38
  241  436 1277  940 1093 1019 1033  362 1003  662   79  659  702  705
  991  797 1179  622  550  256 1317  979  429  154  543 1350  897  478
 1197   92 1364  741 1181   26 1337   18  996 1082 1119  736  591   48
 1170   73  530  953 1375  411  243   86  992  524 1221  155 1330 1007
 1059  218   14  724  695  983  276    6  639  447  522  757 1226  785
 1109 1319  258 1264 1141  616  818  679  286  871 1096 1388  430  431
  235   68]"		
0	198942.json		
1	"[  92   14  897 1302   38 1128  770  241  679  736  733 1170  155  398
  256  478 1350 1181  362 1116 1093  524   15 1141  680  797 1082 1155
  399  666  953 1262  992  436  510  705 1264  154  530 1109  629  702
  428  622 1179 1165 1319  157  843  785  497   44  931  271 1226  411
  757  850   18 1033 1085  964  196 1003  704 1394  429  602 1253 1119
  979  695 1056  724 1337  886 1248  431 1250   23  662  663  403  616
  996 1344  796  815    0 1375  367  448   24  258   19 1351   73  343
  315 1317]"		
0	198944.json		
1	"[ 680  953  733 1155  702  510 1394   92 1262  897   38  770  705 1375
 1119   18 1350 1181   14  241  478 1170   86  797  524  155  154  886
  629  362  979  779 1093 1317 1003  436  199  256  662  815  622 1007
   15 1337 1033  641 1319 1082 1179  591  438 1019  843  736 1264 1277
  659  720  367  818  996  940  724  530  497  398 1253  411 1330  968
 1388  616 1364  431 1141  757 1197  946  789  543 1221 1158 1109  785
  447  679  315   73  695  931 1156  403 1135  522   26  663  550  513
  992  741]"		
0	198945.json		
1	"[ 510 1226  680 1155 1181  641  815  871  736  779  530 1093 1262 1277
  629  367  733  770  663  940  843 1019  662  702  659 1003   79 1317
  436  991  478 1033  398  543  548   18   38  243  241 1119  797  886
 1167  705 1388   58  362  550  622  602  666  154 1364 1170 1197  429
  996 1165  979 1179   92  537  741   73  411  428  992   86  256   48
  447   26  818  218  158  140 1350  694 1193 1007  438  953  524  155
 1156 1221  403  724 1337   68 1082  897  258 1375    6 1141  679  448
 1330  967]"		
0	198946.json		
1	"[ 728   79  448  806  991  610  815  408  680  992 1093  641 1377 1262
 1317  859  417  236  622 1277  714 1158  694  637  158  548  779  429
  266  602  510  659  788  470 1003 1056 1046  646  430  362  853  696
  767  843  367  463 1364  403  345 1119  147 1211  629 1286  886  243
  343 1113 1054  541  663 1196 1155  400  933 1339 1167  968  150    6
 1170  741  543  635  766  600  704  494  242  514  906 1096  967  173
  871  489  547  953  550   74  940  438  959  964  885  625   37  774
  733  931]"		
0	198947.json		
1	"[ 610  637  408  714 1352 1046  767  635  415 1286   37  470  463 1000
  625 1065  788  653  806  417  542  594  400 1376  325 1162  236  266
  165  112 1159  361  605 1026  476  345  896  691 1051  248  865 1145
  676  859 1161 1377 1054  879  717 1393 1163  696 1324  489  728  158
  730  284  201  652  203 1146  471 1196 1126  958  556  727 1271  603
  506  600 1173  646  467  853 1232  541 1259  766  647  634  279  888
 1132 1011 1158  448   40 1339 1182  280  723  147 1201  519  933  437
  885  795]"		
0	198948.json		
1	"[ 510  680 1277  659  953  779 1003  702 1155 1262   86  641  815 1317
   79 1375  629 1093  952  770  789 1119  367  622 1056 1158  797  886
 1364  362 1197  543  843   15  818  733  514  991 1007  662  705  946
  663   18  940  639  199 1331  116 1019 1226  537 1033   14  429  436
  983  871  964  241  438 1181 1067  497 1377   68  398   92  548 1156
 1388  451  243  741  550  147  505  530  996  616  478   38 1096  315
  591 1080 1170  992 1167 1319  154  728 1350  736  258  975  447  150
 1179  720]"		
0	198949.json		
1	"[1350  640 1231  785  513   44  774  677  959 1337  168  565  373 1281
   38  357  897  757  591  362  431  886  833  241  465  306  530 1242
  256  455  177  507 1302  250 1029  524 1375 1023  439  116 1070   92
  180 1155  233 1019  371  155  680 1311  931  705  796  540  733  182
  102  100  398  679  478  695  276  770 1392  953 1179   26 1082 1262
  797   19  204  443 1012  347  492 1072  154  843  399 1116 1267  992
    1 1279 1093 1128   14   23  242 1264 1361 1170  639  444  196  199
 1181  436]"		
0	198950.json		
1	"[ 680  510  815 1155 1262  702  641  659  367  779  733 1277  629  843
 1003  662 1364  940  886 1317 1093 1033   18 1019  550  770   79 1119
  991  705  797   86  543  241  154  362  436   38  478  429  996 1179
   92 1197  411  243  622  979  741 1007 1350  953 1181   73  818 1082
 1388  155 1330   68   26   48  447 1221 1170 1375  256  724  897  695
  530  736  218  258  952 1319  616  946 1331 1158  524  537  983 1096
  522 1141 1226  264  760  871  639 1059  591  235  438 1337  199    6
  992  276]"		
0	198951.json		
1	"[  14   92  897  770   15  497 1302   38  733  241 1170  953  155  797
  256  478  964  196  680  362  679 1264 1350 1085  524 1056  882 1155
  704  398 1141 1093 1082  736  705 1179  399 1116  757  810 1250  629
  843 1181 1128 1262  436 1319  931  154  992  789  702 1109  622 1394
  510  785  157   18  116  411   90  979 1253   44 1003  850 1033  886
  271 1375  429  662  276  695  343  431  724 1007  315 1337  666  258
   23  530 1119 1248  550  870  796  996  616  815  522  779  367  591
  428 1330]"		
0	198952.json		
1	"[ 362  886 1350  785   44  680  992  897 1155  770   38  241  843  429
 1093 1262  530 1019  256  733  815  629  510  242  591 1337  679  959
 1003   92   26 1082  757  436  622 1179  641  705 1170  779  833 1277
  431  702  695  550  666  507  796  774 1302  367  478  465 1317  243
 1375 1033  433  524  662  953    6  979  797  178  398  940  543 1311
  516 1119  736  741  513  640  182   79  154  428  659 1319 1181 1059
   18  728  399  853  410 1197  996   23  197  430  991  155  931  443
  639 1070]"		
0	198953.json		
1	"[ 510 1167   47  663 1226 1181  871   76  438 1119 1047  953  398  158
  530 1165 1388  548  450  680 1193  494  702 1317  140  602 1277  736
   86 1377 1394 1206 1003  659 1156  428  666 1262 1155   58 1093  547
   21  818  965  448  403  893 1158  694 1364  779  537  629  815  362
  641 1067  792  622   15   18  946  733  543  906  646  770  478  199
  952 1331 1375  154  705  843   79  999  367  797 1170 1007  183  217
  886  789   19  616  147   24   92  968   68  472 1344  931 1255  692
  728 1319]"		
0	198954.json		
1	"[1119  942 1262  728  953 1158  945  992  680  616  622  696  893 1093
  448  815  958 1317  243  361   79  641 1364  158  968  403  714  362
  659  822 1003  853   24 1344 1170  806  779  147  510  254 1377  424
  650  694 1156 1113  964 1096   23  429  438  343 1394  704 1388  663
 1298  629  991  610  602 1155  646   15   74  367  315  788  886  236
 1277    6   30  734  819  859  548  843  494  702  603  242 1165 1056
  345 1167  417  861  562  789  946  183  931  309  906  408 1132   86
  885  666]"		
0	198955.json		
1	"[ 116 1139  789 1056  514 1375 1277  510  196  943  639  953  779  451
  680 1155  591  497  952  964  770 1197  797  882  150  608  975   14
   15 1317  983  444  886 1310  629  338  815 1003  208 1262   79 1093
  810  641 1158 1377  367 1178  362 1019   86   40  705  659  662 1350
  733  241 1100  681  946  843  622  543 1250 1028 1054 1264 1349  490
  398 1364  968  991  436  940 1337  295  134  199  885   38  774  704
  818  431 1007  741 1060  530  518  537  663  702  429 1096 1033   26
  871  343]"		
0	198956.json		
1	"[ 269  793 1064  348 1285  224  578  768 1102  633  576  239  826  111
  454  290 1219  836 1160  980 1001  515 1057  121  993  814 1367  358
  538  545  332  568 1335  858 1207 1180 1114  985 1173  813  214 1143
 1322 1086 1106 1021 1126 1246 1035 1127  649  300  539  291 1153  141
   89 1338   96    8  229  353  807 1186 1203  488  319  477 1136 1144
  584  480  781  698 1161  126 1078 1101  925  225  782  862  146 1220
 1077  475 1120  987  874  437    0 1366 1200 1132  502 1026  839 1022
  948 1164]"		
0	198957.json		
1	"[ 269  858 1160 1180  454  224  358 1338  111  793  332  291  836  814
  578  768 1064  348 1126  488 1367  980 1057 1173 1078  576 1035 1102
 1285  649  925 1322  146 1132  545  475 1101  121  633 1143  214 1136
 1335 1026 1001 1161  502  781 1120  862 1207 1220 1114  319 1144  563
 1203 1106 1153  248  126 1246  141  993   89 1022  698 1366  790 1159
  826 1219 1378   96  353  239  791  515  225  144  854  985  987  420
 1393    8 1214 1213  584 1200 1077  716  437  813  480  113  918  229
  290 1021]"		
0	198958.json		
1	"[ 608  490 1139  935   36  518 1100 1131  312  405  636  116  789  351
 1028  338  196 1289  142  955 1056  975  497  208  134  964   22  882
  670  943   98  451  267 1310  810  396  681  668   15  105   90   14
  444 1017   40  952  394  150  434  318  885  514 1250  395   93 1271
 1178  983  969   33  675  316  414 1091 1261 1349  212 1054 1327  953
  954 1194  704  797 1375  601  719 1197  770  639 1264  508  161 1166
  827 1107  160  331 1118  870  510 1184  779 1385  591 1060  946 1005
  369 1371]"		
0	198959.json		
