	verdict	intersection
209	198876.json	[25, 29, 33, 43, 59, 62, 86, 118, 136, 145, 150, 153, 175, 191, 194, 206, 221, 232, 268, 288, 289, 294, 317, 326, 329, 331, 359, 370, 378, 388, 402, 409, 424, 435, 440, 457, 485, 487, 501, 504, 505, 551, 554, 591, 593, 608, 627, 638, 660, 675, 754, 765, 775, 789, 799, 825, 847, 848, 861, 869, 904, 907, 909, 934, 937, 946, 1010, 1021, 1025, 1031, 1036, 1060, 1071, 1080, 1098, 1110, 1131, 1172, 1177, 1182, 1187, 1275, 1293, 1304, 1330, 1332, 1346, 1349, 1351, 1363, 1370, 1372, 1385, 1392]
210	198877.json	[43, 45, 47, 86, 92, 109, 137, 144, 150, 175, 288, 294, 299, 309, 315, 418, 421, 429, 435, 447, 458, 467, 475, 478, 486, 501, 510, 537, 570, 575, 641, 648, 662, 673, 702, 717, 733, 738, 762, 775, 799, 812, 815, 831, 866, 912, 938, 939, 946, 952, 969, 1007, 1017, 1036, 1042, 1047, 1080, 1093, 1094, 1110, 1135, 1155, 1191, 1206, 1244, 1284, 1319, 1330, 1331, 1370, 1375]
211	198878.json	[20, 25, 29, 43, 44, 45, 48, 85, 86, 120, 136, 150, 175, 188, 194, 241, 259, 263, 268, 294, 317, 326, 338, 343, 359, 402, 409, 424, 435, 457, 458, 501, 514, 551, 570, 601, 608, 627, 638, 643, 673, 674, 713, 738, 741, 750, 754, 760, 765, 777, 779, 789, 821, 847, 848, 849, 855, 870, 875, 937, 946, 988, 1006, 1010, 1017, 1036, 1060, 1081, 1099, 1110, 1118, 1131, 1142, 1177, 1187, 1191, 1226, 1244, 1277, 1278, 1280, 1330, 1332, 1349, 1363, 1370, 1375, 1381, 1385, 1392]
212	198879.json	[33, 43, 76, 92, 144, 153, 167, 175, 193, 206, 217, 226, 253, 288, 302, 313, 329, 331, 358, 370, 378, 388, 418, 421, 434, 435, 452, 468, 479, 486, 487, 501, 510, 537, 590, 592, 598, 601, 616, 645, 664, 714, 717, 754, 762, 775, 781, 809, 810, 818, 837, 866, 882, 889, 893, 907, 912, 939, 945, 946, 952, 953, 954, 969, 987, 999, 1021, 1036, 1071, 1077, 1108, 1110, 1172, 1182, 1195, 1206, 1224, 1225, 1265, 1304, 1342, 1359, 1370, 1378, 1394]
213	198880.json	[20, 33, 43, 45, 48, 76, 86, 92, 97, 109, 144, 148, 154, 155, 157, 167, 175, 188, 193, 216, 232, 241, 253, 263, 268, 294, 299, 309, 313, 322, 421, 435, 452, 468, 501, 510, 524, 537, 570, 599, 601, 641, 663, 670, 673, 702, 733, 738, 740, 746, 754, 762, 783, 812, 818, 831, 850, 912, 938, 945, 946, 952, 960, 969, 979, 1007, 1017, 1036, 1042, 1048, 1060, 1082, 1093, 1099, 1110, 1113, 1131, 1155, 1206, 1223, 1254, 1265, 1278, 1319, 1326, 1331, 1349, 1370]
214	198881.json	[20, 25, 29, 34, 43, 45, 48, 49, 52, 62, 65, 66, 88, 145, 150, 153, 163, 188, 192, 194, 207, 227, 268, 274, 294, 303, 359, 383, 393, 406, 442, 457, 458, 466, 481, 535, 546, 551, 559, 624, 642, 654, 656, 686, 700, 711, 721, 724, 742, 754, 759, 771, 797, 825, 847, 849, 850, 856, 871, 875, 916, 934, 937, 946, 961, 975, 978, 979, 988, 990, 994, 995, 1006, 1015, 1032, 1036, 1066, 1074, 1075, 1130, 1142, 1177, 1185, 1192, 1193, 1235, 1236, 1278, 1280, 1283, 1293, 1301, 1325, 1332, 1385, 1389]
215	198882.json	[13, 20, 43, 45, 48, 66, 92, 97, 102, 119, 127, 144, 154, 167, 188, 241, 253, 273, 299, 306, 313, 331, 371, 391, 398, 406, 411, 428, 486, 510, 549, 558, 570, 591, 599, 601, 624, 645, 664, 665, 681, 686, 692, 702, 705, 713, 715, 733, 738, 742, 762, 797, 812, 818, 831, 848, 850, 912, 934, 938, 939, 945, 946, 952, 960, 979, 994, 1004, 1007, 1017, 1036, 1050, 1082, 1099, 1110, 1157, 1178, 1191, 1206, 1212, 1217, 1223, 1225, 1265, 1280, 1304, 1331, 1333, 1364, 1370]
216	198883.json	[7, 19, 39, 41, 46, 47, 69, 77, 100, 104, 129, 149, 151, 174, 182, 220, 228, 239, 257, 261, 270, 278, 288, 298, 300, 310, 314, 328, 336, 347, 348, 357, 387, 390, 433, 439, 456, 461, 465, 484, 513, 529, 534, 538, 565, 568, 569, 607, 620, 621, 640, 649, 677, 687, 688, 695, 764, 780, 781, 782, 830, 839, 843, 851, 863, 872, 880, 886, 903, 909, 913, 918, 919, 956, 965, 985, 1021, 1073, 1085, 1103, 1104, 1138, 1189, 1205, 1213, 1231, 1237, 1239, 1251, 1255, 1269, 1272, 1281, 1315, 1322, 1323, 1336, 1361, 1395]
217	198884.json	[12, 15, 96, 111, 121, 126, 146, 165, 226, 325, 345, 381, 400, 417, 434, 438, 454, 473, 489, 494, 506, 515, 541, 545, 577, 578, 616, 646, 676, 694, 717, 719, 730, 809, 810, 836, 837, 841, 874, 882, 892, 893, 906, 953, 954, 993, 999, 1000, 1026, 1046, 1053, 1054, 1077, 1086, 1126, 1154, 1158, 1186, 1194, 1195, 1201, 1207, 1210, 1214, 1219, 1220, 1258, 1285, 1335, 1338, 1352, 1367, 1373, 1378, 1394]
218	198885.json	[1, 4, 39, 90, 101, 131, 150, 194, 218, 223, 247, 251, 259, 326, 338, 343, 363, 430, 433, 461, 485, 492, 500, 517, 529, 551, 564, 565, 566, 573, 574, 579, 580, 604, 608, 660, 707, 709, 743, 753, 777, 785, 821, 824, 856, 860, 867, 868, 876, 877, 900, 904, 933, 962, 971, 1014, 1030, 1039, 1059, 1083, 1088, 1098, 1152, 1183, 1204, 1213, 1234, 1238, 1242, 1250, 1267, 1270, 1279, 1281, 1306, 1311, 1314, 1318, 1332, 1350, 1363, 1365, 1392]
219	198886.json	[1, 4, 6, 9, 19, 23, 39, 41, 118, 168, 174, 178, 223, 256, 259, 314, 336, 347, 352, 387, 404, 410, 419, 430, 433, 439, 453, 455, 456, 461, 465, 474, 492, 500, 512, 513, 517, 529, 565, 574, 579, 580, 607, 620, 632, 709, 729, 748, 753, 785, 786, 876, 883, 903, 904, 909, 933, 941, 951, 956, 984, 985, 1024, 1030, 1055, 1059, 1073, 1088, 1138, 1188, 1204, 1231, 1234, 1238, 1251, 1255, 1269, 1270, 1279, 1281, 1290, 1306, 1315, 1318, 1353, 1365]
220	198887.json	[33, 43, 47, 76, 86, 144, 157, 167, 175, 188, 189, 193, 206, 221, 232, 253, 268, 273, 277, 288, 317, 329, 377, 388, 409, 418, 421, 435, 440, 468, 479, 501, 505, 510, 518, 524, 537, 570, 590, 601, 607, 616, 645, 692, 733, 754, 762, 765, 775, 799, 818, 830, 893, 938, 939, 945, 946, 952, 960, 969, 987, 989, 997, 1016, 1036, 1071, 1094, 1108, 1110, 1119, 1131, 1155, 1156, 1172, 1182, 1195, 1206, 1209, 1210, 1223, 1224, 1225, 1299, 1349, 1358, 1370]
221	198888.json	[8, 43, 68, 73, 86, 92, 95, 108, 116, 140, 152, 156, 173, 179, 193, 200, 230, 318, 329, 354, 367, 372, 393, 405, 411, 416, 422, 452, 479, 495, 511, 518, 519, 526, 537, 540, 543, 572, 587, 599, 655, 661, 671, 686, 689, 712, 731, 736, 740, 762, 772, 778, 797, 844, 850, 852, 854, 905, 910, 921, 950, 963, 996, 1008, 1027, 1031, 1048, 1049, 1050, 1081, 1087, 1109, 1135, 1141, 1147, 1181, 1190, 1240, 1245, 1248, 1249, 1268, 1288, 1289, 1299, 1312, 1313, 1319, 1321, 1328, 1333, 1354, 1388]
222	198889.json	[0, 37, 55, 96, 111, 112, 121, 126, 214, 224, 229, 236, 248, 266, 290, 319, 325, 345, 349, 381, 420, 437, 454, 473, 476, 477, 494, 502, 515, 539, 542, 545, 557, 561, 578, 584, 603, 610, 625, 637, 652, 653, 676, 691, 698, 727, 730, 784, 793, 807, 809, 826, 836, 857, 859, 865, 874, 888, 906, 958, 993, 1000, 1026, 1046, 1051, 1053, 1064, 1078, 1086, 1102, 1114, 1126, 1136, 1143, 1144, 1146, 1151, 1153, 1154, 1159, 1161, 1162, 1164, 1169, 1173, 1180, 1186, 1200, 1201, 1207, 1214, 1219, 1220, 1246, 1285, 1338, 1367, 1373, 1374, 1376, 1393]
223	198890.json	[93, 113, 146, 147, 167, 206, 217, 225, 226, 254, 288, 310, 329, 341, 369, 421, 423, 434, 489, 494, 512, 541, 560, 563, 594, 598, 607, 616, 626, 692, 703, 714, 734, 737, 748, 809, 810, 822, 827, 834, 879, 883, 893, 908, 909, 920, 935, 945, 954, 985, 1011, 1021, 1071, 1110, 1119, 1131, 1163, 1165, 1182, 1195, 1199, 1261, 1273, 1286, 1310, 1334, 1344, 1345, 1366, 1373, 1377, 1378]
224	198891.json	[0, 37, 96, 112, 121, 126, 165, 214, 224, 236, 248, 266, 284, 290, 319, 325, 345, 349, 361, 381, 395, 400, 408, 415, 417, 420, 434, 437, 454, 470, 473, 476, 477, 494, 502, 506, 515, 539, 541, 542, 545, 556, 557, 561, 577, 584, 610, 625, 634, 637, 652, 653, 676, 691, 698, 719, 727, 730, 767, 807, 809, 836, 857, 859, 865, 874, 888, 906, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1086, 1102, 1126, 1136, 1144, 1146, 1151, 1154, 1159, 1161, 1162, 1164, 1169, 1186, 1194, 1200, 1201, 1207, 1214, 1218, 1219, 1220, 1258, 1285, 1338, 1352, 1367, 1373, 1374, 1376, 1393]
225	198892.json	[0, 83, 98, 116, 165, 193, 206, 226, 263, 333, 372, 377, 378, 388, 394, 397, 417, 418, 420, 434, 473, 505, 506, 537, 539, 541, 542, 545, 552, 578, 652, 676, 685, 694, 722, 727, 737, 754, 767, 809, 814, 836, 841, 859, 893, 906, 954, 989, 999, 1000, 1002, 1016, 1018, 1052, 1053, 1054, 1061, 1077, 1079, 1092, 1119, 1134, 1143, 1154, 1163, 1194, 1201, 1214, 1224, 1248, 1285, 1286, 1297, 1324, 1338, 1342, 1344, 1352, 1373, 1374, 1376]
226	198893.json	[12, 15, 37, 96, 112, 121, 126, 165, 203, 236, 248, 284, 290, 325, 345, 349, 361, 381, 400, 408, 415, 434, 437, 454, 463, 473, 476, 489, 506, 515, 541, 542, 545, 557, 561, 577, 584, 603, 605, 610, 625, 634, 637, 652, 676, 691, 719, 727, 730, 767, 795, 809, 836, 859, 865, 874, 878, 888, 892, 917, 954, 958, 993, 999, 1000, 1026, 1046, 1051, 1053, 1054, 1064, 1065, 1086, 1126, 1146, 1151, 1154, 1158, 1159, 1161, 1164, 1169, 1186, 1194, 1200, 1201, 1207, 1214, 1218, 1220, 1246, 1258, 1285, 1286, 1352, 1360, 1367, 1373, 1393]
227	198894.json	[38, 45, 105, 116, 156, 157, 250, 251, 267, 318, 326, 329, 331, 398, 405, 432, 457, 461, 479, 509, 518, 524, 540, 544, 549, 554, 558, 598, 614, 615, 630, 647, 669, 673, 692, 709, 740, 741, 765, 789, 792, 797, 827, 832, 838, 870, 883, 938, 946, 956, 960, 979, 983, 996, 1005, 1031, 1036, 1060, 1067, 1072, 1081, 1082, 1110, 1131, 1137, 1155, 1172, 1177, 1182, 1184, 1187, 1212, 1223, 1242, 1265, 1277, 1297, 1299, 1305, 1349, 1354, 1370, 1385, 1392]
228	198895.json	[7, 19, 23, 39, 41, 46, 58, 69, 71, 77, 80, 100, 104, 114, 129, 151, 174, 182, 231, 233, 235, 242, 257, 261, 278, 298, 314, 336, 347, 352, 357, 385, 390, 391, 410, 433, 439, 461, 465, 484, 513, 529, 530, 565, 568, 569, 580, 581, 607, 620, 640, 649, 695, 709, 739, 764, 781, 782, 790, 794, 802, 804, 805, 808, 843, 851, 853, 880, 886, 903, 913, 914, 918, 919, 924, 933, 941, 956, 965, 966, 971, 981, 984, 1072, 1073, 1104, 1106, 1189, 1198, 1205, 1231, 1237, 1239, 1255, 1269, 1272, 1281, 1292, 1322, 1336, 1369]
229	198896.json	[0, 12, 37, 112, 121, 126, 165, 201, 214, 224, 236, 248, 266, 284, 290, 325, 345, 349, 361, 381, 400, 415, 417, 434, 437, 454, 470, 471, 473, 476, 477, 502, 515, 542, 545, 557, 561, 584, 610, 625, 634, 635, 637, 652, 653, 676, 691, 694, 698, 719, 727, 730, 737, 767, 793, 809, 826, 836, 841, 857, 859, 865, 874, 878, 888, 893, 917, 993, 1000, 1026, 1046, 1051, 1053, 1054, 1065, 1086, 1102, 1126, 1146, 1151, 1154, 1158, 1159, 1161, 1162, 1164, 1166, 1169, 1186, 1194, 1196, 1201, 1207, 1214, 1218, 1219, 1220, 1222, 1258, 1285, 1324, 1335, 1338, 1352, 1360, 1367, 1374]
230	198897.json	[4, 7, 19, 23, 41, 58, 104, 114, 138, 174, 191, 223, 246, 247, 251, 259, 314, 328, 336, 347, 371, 385, 390, 391, 404, 410, 430, 433, 439, 461, 465, 484, 496, 500, 507, 513, 517, 529, 538, 564, 565, 569, 574, 580, 604, 607, 640, 692, 693, 695, 753, 777, 782, 785, 796, 824, 863, 867, 876, 903, 904, 927, 933, 941, 956, 970, 971, 972, 980, 985, 1024, 1030, 1062, 1073, 1098, 1106, 1138, 1204, 1213, 1237, 1238, 1251, 1255, 1269, 1279, 1281, 1306, 1308, 1314, 1315, 1318, 1350, 1361]
231	198899.json	[11, 24, 33, 47, 76, 79, 86, 93, 118, 134, 158, 162, 165, 175, 181, 196, 206, 232, 254, 263, 277, 287, 288, 309, 331, 333, 369, 388, 394, 418, 440, 451, 452, 505, 534, 537, 593, 652, 663, 670, 733, 737, 809, 810, 811, 819, 834, 840, 907, 909, 935, 955, 989, 1021, 1043, 1047, 1048, 1052, 1078, 1079, 1080, 1094, 1101, 1107, 1119, 1134, 1140, 1156, 1170, 1172, 1195, 1232, 1254, 1266, 1273, 1342, 1343, 1345, 1375, 1377]
232	198900.json	[6, 19, 43, 45, 48, 92, 97, 100, 102, 104, 144, 154, 167, 168, 259, 268, 299, 306, 307, 313, 314, 317, 326, 328, 343, 358, 371, 390, 392, 424, 426, 428, 457, 478, 484, 496, 507, 512, 516, 530, 549, 550, 554, 564, 607, 665, 692, 695, 713, 738, 770, 777, 789, 815, 824, 848, 870, 883, 884, 890, 897, 920, 945, 946, 952, 956, 1017, 1036, 1072, 1099, 1110, 1137, 1155, 1179, 1217, 1225, 1239, 1255, 1278, 1280, 1281, 1292, 1302, 1349]
233	198901.json	[19, 39, 41, 69, 80, 104, 129, 131, 174, 246, 278, 298, 314, 328, 336, 347, 357, 390, 404, 410, 433, 439, 456, 461, 465, 474, 500, 512, 513, 517, 521, 529, 538, 565, 568, 569, 574, 579, 580, 607, 620, 632, 677, 688, 709, 739, 782, 843, 863, 867, 876, 886, 903, 904, 909, 918, 924, 933, 941, 956, 965, 971, 972, 985, 1021, 1024, 1029, 1073, 1103, 1106, 1138, 1189, 1198, 1204, 1205, 1213, 1230, 1231, 1234, 1237, 1238, 1251, 1255, 1269, 1279, 1281, 1306, 1315, 1318]
234	198902.json	[7, 19, 23, 58, 100, 102, 104, 115, 144, 151, 167, 202, 215, 219, 233, 235, 240, 260, 307, 313, 314, 317, 328, 336, 347, 358, 371, 390, 391, 392, 428, 457, 461, 484, 496, 530, 538, 549, 554, 564, 569, 607, 677, 692, 693, 695, 713, 777, 781, 782, 794, 805, 830, 833, 843, 876, 884, 889, 903, 904, 913, 914, 939, 948, 956, 1014, 1058, 1072, 1138, 1217, 1237, 1239, 1255, 1274, 1278, 1281, 1292, 1302, 1305, 1322, 1334]
235	198903.json	[]
236	198904.json	[1, 2, 4, 11, 47, 59, 81, 118, 131, 150, 164, 174, 175, 178, 185, 223, 247, 259, 270, 283, 289, 311, 326, 338, 369, 404, 409, 433, 443, 461, 464, 474, 485, 492, 501, 504, 512, 529, 560, 565, 566, 574, 593, 604, 608, 632, 638, 697, 699, 709, 710, 748, 779, 789, 821, 848, 872, 876, 877, 900, 904, 907, 909, 930, 933, 965, 968, 1010, 1023, 1029, 1030, 1036, 1039, 1080, 1098, 1110, 1131, 1177, 1183, 1204, 1213, 1231, 1238, 1250, 1251, 1279, 1281, 1309, 1311, 1314, 1315, 1349, 1363, 1386]
237	198905.json	[]
238	198906.json	[25, 29, 43, 44, 45, 48, 62, 65, 85, 86, 88, 92, 119, 120, 137, 145, 150, 152, 153, 194, 241, 292, 294, 303, 320, 332, 366, 397, 405, 418, 422, 424, 442, 458, 466, 491, 526, 540, 552, 575, 595, 599, 612, 642, 661, 671, 673, 674, 686, 689, 741, 750, 754, 762, 771, 775, 797, 844, 847, 849, 850, 854, 875, 934, 937, 963, 978, 988, 1007, 1015, 1036, 1135, 1141, 1177, 1190, 1192, 1206, 1236, 1249, 1268, 1277, 1280, 1283, 1293, 1301, 1332, 1333, 1372, 1381, 1385, 1389]
239	198907.json	[1, 6, 19, 23, 39, 58, 131, 164, 174, 178, 250, 256, 259, 314, 336, 347, 357, 371, 404, 419, 423, 426, 428, 430, 433, 439, 446, 453, 461, 465, 500, 512, 529, 530, 549, 554, 565, 569, 607, 620, 627, 632, 709, 729, 748, 753, 770, 777, 779, 780, 808, 824, 876, 883, 890, 903, 904, 920, 933, 951, 956, 971, 974, 1072, 1073, 1103, 1104, 1138, 1204, 1213, 1230, 1231, 1234, 1238, 1255, 1269, 1279, 1281, 1290, 1308, 1318, 1330, 1337, 1351, 1353, 1362, 1370]
240	198909.json	[]
241	198910.json	[37, 55, 96, 113, 146, 147, 165, 201, 214, 265, 287, 319, 325, 341, 361, 381, 384, 389, 420, 437, 475, 477, 488, 489, 494, 502, 515, 539, 541, 545, 578, 584, 594, 652, 657, 698, 708, 723, 730, 744, 752, 784, 795, 809, 834, 836, 862, 879, 896, 906, 942, 958, 1011, 1026, 1035, 1064, 1078, 1086, 1097, 1114, 1122, 1126, 1132, 1136, 1143, 1144, 1145, 1151, 1154, 1158, 1159, 1164, 1167, 1169, 1173, 1180, 1200, 1201, 1220, 1232, 1259, 1261, 1286, 1338, 1356, 1366, 1367, 1373, 1376, 1377, 1378, 1393]
242	198911.json	[13, 33, 43, 45, 48, 66, 85, 86, 88, 92, 117, 119, 127, 137, 150, 153, 175, 216, 241, 294, 299, 302, 313, 337, 366, 393, 406, 409, 435, 452, 458, 466, 468, 559, 570, 599, 601, 642, 674, 686, 689, 702, 742, 750, 754, 762, 775, 789, 797, 812, 845, 848, 850, 875, 895, 934, 937, 946, 952, 978, 988, 1004, 1007, 1015, 1017, 1036, 1050, 1082, 1090, 1110, 1118, 1177, 1178, 1191, 1192, 1206, 1223, 1225, 1228, 1244, 1277, 1278, 1280, 1304, 1331, 1332, 1333, 1370, 1372, 1375, 1381, 1389]
243	198912.json	[0, 96, 111, 165, 187, 206, 287, 321, 349, 370, 400, 417, 420, 434, 454, 473, 488, 489, 494, 502, 506, 515, 536, 539, 541, 542, 557, 578, 598, 645, 652, 676, 727, 730, 737, 793, 809, 810, 836, 837, 841, 866, 882, 893, 906, 953, 954, 987, 993, 999, 1000, 1026, 1053, 1054, 1077, 1086, 1126, 1134, 1136, 1143, 1144, 1146, 1154, 1158, 1166, 1194, 1207, 1214, 1219, 1273, 1285, 1324, 1335, 1338, 1342, 1352, 1359, 1367, 1373, 1376, 1378, 1393, 1394]
244	198913.json	[1, 2, 39, 67, 69, 71, 84, 129, 133, 169, 174, 177, 185, 210, 220, 223, 283, 295, 347, 356, 385, 410, 433, 439, 443, 461, 464, 465, 483, 500, 517, 529, 565, 568, 573, 574, 579, 580, 604, 620, 687, 707, 710, 729, 739, 743, 753, 769, 796, 808, 829, 835, 867, 868, 876, 886, 911, 918, 924, 941, 971, 980, 1001, 1024, 1029, 1059, 1083, 1088, 1098, 1106, 1183, 1198, 1204, 1205, 1213, 1231, 1234, 1238, 1250, 1251, 1257, 1267, 1270, 1306, 1311, 1315, 1318]
245	198914.json	[43, 45, 102, 130, 133, 137, 139, 148, 150, 175, 185, 222, 241, 247, 251, 294, 299, 302, 311, 313, 326, 338, 343, 409, 424, 443, 445, 478, 486, 529, 549, 588, 601, 604, 627, 638, 713, 770, 779, 845, 848, 856, 872, 877, 900, 904, 907, 938, 952, 956, 1010, 1014, 1017, 1029, 1036, 1039, 1058, 1080, 1098, 1108, 1110, 1118, 1148, 1178, 1206, 1213, 1223, 1244, 1250, 1263, 1278, 1280, 1304, 1309, 1330, 1349, 1363, 1370, 1395]
246	198915.json	[0, 20, 29, 76, 113, 116, 123, 136, 144, 145, 146, 154, 162, 188, 193, 215, 222, 226, 240, 242, 253, 263, 277, 280, 305, 329, 332, 333, 372, 377, 378, 388, 410, 421, 424, 438, 552, 570, 578, 592, 645, 690, 692, 714, 728, 733, 737, 740, 754, 765, 781, 814, 855, 889, 927, 938, 948, 961, 987, 989, 999, 1000, 1016, 1018, 1021, 1035, 1052, 1060, 1071, 1077, 1163, 1182, 1189, 1190, 1206, 1214, 1224, 1299, 1303, 1305, 1334, 1342, 1344, 1373]
247	198916.json	[]
248	198917.json	[6, 19, 23, 39, 41, 58, 69, 114, 133, 167, 174, 175, 206, 250, 256, 270, 285, 288, 306, 314, 328, 336, 347, 369, 371, 390, 404, 410, 423, 439, 461, 512, 529, 534, 538, 549, 554, 565, 607, 648, 677, 688, 692, 709, 729, 748, 779, 781, 782, 792, 802, 804, 830, 843, 863, 866, 890, 903, 907, 909, 913, 938, 939, 956, 965, 985, 1021, 1036, 1042, 1058, 1060, 1080, 1110, 1138, 1148, 1198, 1206, 1213, 1231, 1239, 1255, 1269, 1281, 1305, 1322, 1349, 1370, 1395]
249	198918.json	[11, 32, 33, 93, 113, 146, 147, 158, 167, 175, 217, 226, 254, 265, 309, 341, 379, 396, 423, 450, 468, 472, 488, 497, 501, 560, 575, 578, 594, 598, 600, 616, 641, 657, 663, 670, 683, 696, 734, 748, 754, 756, 783, 786, 789, 810, 822, 827, 834, 861, 869, 879, 906, 908, 942, 945, 1011, 1036, 1047, 1048, 1063, 1071, 1077, 1080, 1094, 1110, 1111, 1113, 1119, 1165, 1167, 1182, 1195, 1232, 1233, 1254, 1310, 1343, 1345, 1373, 1377, 1378]
250	198919.json	[20, 22, 32, 33, 43, 76, 97, 144, 154, 155, 157, 167, 175, 188, 193, 196, 206, 232, 253, 263, 317, 321, 329, 331, 369, 371, 377, 388, 396, 409, 421, 435, 457, 479, 510, 537, 549, 554, 570, 598, 601, 616, 645, 663, 670, 692, 740, 754, 765, 773, 799, 810, 811, 818, 827, 834, 869, 920, 939, 945, 946, 952, 960, 969, 987, 989, 1016, 1017, 1036, 1071, 1094, 1110, 1131, 1155, 1156, 1182, 1195, 1206, 1223, 1224, 1225, 1299, 1349, 1358, 1370]
251	198920.json	[16, 18, 38, 44, 68, 73, 101, 108, 116, 140, 156, 173, 195, 200, 230, 267, 285, 296, 302, 305, 318, 354, 372, 405, 411, 412, 416, 422, 432, 509, 518, 524, 526, 537, 540, 543, 558, 572, 587, 591, 628, 630, 644, 661, 666, 669, 673, 690, 731, 736, 740, 741, 778, 792, 832, 852, 870, 875, 910, 943, 950, 957, 979, 983, 996, 1005, 1008, 1031, 1038, 1049, 1050, 1067, 1081, 1089, 1109, 1135, 1141, 1147, 1181, 1184, 1187, 1215, 1223, 1242, 1249, 1268, 1277, 1289, 1291, 1299, 1305, 1312, 1328, 1354, 1371, 1381, 1384, 1387, 1392]
252	198922.json	[12, 15, 93, 96, 146, 165, 226, 284, 287, 321, 325, 345, 381, 400, 417, 434, 438, 463, 473, 488, 489, 494, 506, 515, 539, 541, 542, 557, 577, 578, 598, 616, 634, 637, 676, 714, 717, 727, 730, 767, 809, 810, 837, 841, 857, 859, 866, 882, 885, 892, 893, 906, 953, 954, 964, 993, 999, 1000, 1026, 1046, 1053, 1054, 1056, 1065, 1086, 1126, 1136, 1146, 1151, 1154, 1158, 1159, 1163, 1169, 1194, 1195, 1207, 1214, 1219, 1220, 1273, 1338, 1342, 1345, 1352, 1359, 1360, 1367, 1373, 1376, 1377, 1378, 1393, 1394]
253	198923.json	[43, 58, 69, 104, 115, 118, 142, 147, 150, 175, 191, 216, 221, 225, 288, 294, 317, 326, 328, 348, 371, 409, 424, 427, 446, 453, 457, 461, 478, 484, 496, 501, 538, 565, 569, 581, 593, 601, 607, 627, 638, 675, 697, 764, 789, 815, 817, 822, 848, 889, 904, 907, 937, 946, 955, 956, 968, 1036, 1039, 1060, 1063, 1080, 1098, 1101, 1107, 1110, 1131, 1152, 1168, 1177, 1213, 1231, 1244, 1280, 1281, 1320, 1330, 1343, 1345, 1349, 1385]
254	198924.json	[39, 69, 113, 174, 180, 225, 291, 310, 341, 348, 387, 410, 433, 456, 465, 529, 538, 539, 563, 568, 578, 598, 607, 687, 709, 744, 748, 768, 781, 782, 790, 791, 804, 853, 862, 863, 903, 918, 966, 980, 985, 1021, 1022, 1063, 1077, 1078, 1092, 1101, 1120, 1127, 1128, 1149, 1198, 1199, 1203, 1233, 1266, 1296, 1322, 1335, 1336, 1356, 1366, 1378]
255	198925.json	[1, 4, 6, 9, 19, 39, 118, 129, 131, 133, 174, 177, 178, 210, 223, 259, 270, 283, 314, 347, 350, 352, 357, 385, 404, 410, 419, 426, 433, 439, 453, 461, 465, 474, 512, 529, 565, 574, 579, 620, 632, 687, 709, 710, 729, 739, 748, 753, 769, 780, 782, 835, 843, 867, 876, 890, 903, 909, 924, 933, 941, 956, 965, 980, 984, 985, 1021, 1024, 1029, 1030, 1059, 1073, 1103, 1104, 1106, 1183, 1188, 1204, 1205, 1213, 1231, 1234, 1238, 1251, 1255, 1269, 1279, 1281, 1290, 1306, 1311, 1315, 1318, 1353]
256	198926.json	[20, 25, 33, 43, 45, 59, 62, 66, 86, 105, 127, 137, 145, 150, 153, 221, 268, 273, 294, 313, 326, 338, 339, 359, 370, 402, 409, 418, 424, 428, 435, 457, 458, 487, 501, 504, 514, 544, 549, 554, 591, 592, 601, 624, 638, 673, 738, 742, 777, 779, 789, 824, 825, 845, 847, 848, 856, 875, 900, 946, 952, 956, 979, 1017, 1025, 1036, 1047, 1071, 1072, 1090, 1098, 1099, 1110, 1118, 1131, 1157, 1177, 1182, 1187, 1191, 1226, 1277, 1304, 1332, 1349, 1351, 1357, 1370, 1381, 1385, 1392]
257	198927.json	[17, 18, 20, 25, 43, 45, 48, 62, 66, 72, 88, 120, 145, 152, 176, 213, 234, 241, 282, 308, 354, 359, 398, 405, 413, 422, 458, 466, 482, 491, 503, 509, 519, 583, 589, 591, 595, 599, 611, 642, 644, 658, 665, 666, 686, 689, 700, 715, 740, 742, 749, 750, 775, 797, 801, 844, 847, 849, 850, 875, 887, 899, 963, 975, 979, 988, 994, 1015, 1033, 1041, 1076, 1081, 1090, 1117, 1125, 1174, 1176, 1185, 1190, 1191, 1197, 1211, 1236, 1253, 1265, 1268, 1277, 1283, 1294, 1295, 1301, 1313, 1316, 1332, 1339, 1348, 1355, 1357, 1381]
258	198928.json	[7, 44, 87, 104, 133, 138, 150, 151, 184, 216, 228, 239, 247, 252, 261, 268, 288, 307, 326, 328, 330, 339, 348, 355, 376, 387, 390, 391, 433, 457, 478, 484, 496, 507, 513, 538, 554, 555, 569, 570, 580, 607, 627, 695, 709, 713, 738, 777, 839, 848, 851, 872, 880, 881, 900, 904, 937, 956, 1036, 1080, 1098, 1110, 1124, 1133, 1138, 1168, 1179, 1204, 1213, 1237, 1239, 1251, 1256, 1269, 1278, 1280, 1281, 1292, 1303, 1330, 1350]
